camis,dba,boro,bin,bbl,cuisine_description
40388016,WENDY'S,Bronx,2088065,2038140029,Hamburgers
40388091,MASAWA,Manhattan,1059521,1019630030,Ethiopian
40388194,SOB'S,Manhattan,1008118,1005200001,Latin American
40388218,WALKER'S RESTAURANT,Manhattan,1002149,1001890034,American
40388225,HOLLAND BAR,Manhattan,1013678,1007630005,American
40388253,THE PIZZA PLACE,Bronx,2096763,2039447501,Pizza
40388260,AMNON KOSHER PIZZA,Brooklyn,3137423,3056340042,Jewish/Kosher
40388269,WHITE CASTLE,Bronx,2088593,2048900051,Hamburgers
40388321,COWGIRL HALL OF FAME,Manhattan,1078241,1006310046,Tex-Mex
40388386,LEE'S VILLA CHINESE RESTAURANT,Brooklyn,3000398,3001510037,Chinese
40388419,FAMOUS FAMIGLIA PIZZERIA,Manhattan,1075440,1018947501,Pizza
40388578,DIVE BAR,Manhattan,1033703,1012430035,American
40388639,GLENDALE PIZZA,Queens,4089587,4036830053,Pizza
40388640,THE CORNELL CENTER OF NEW YORK,Manhattan,1035364,1012780065,American
40388668,QUEEN BEE'S TAVERN,Brooklyn,3108557,3048690025,American
40388672,NECTAR OF 82ND STREET,Manhattan,1046733,1014937503,American
40388784,2A,Manhattan,1005746,1004290033,American
40388787,SETTE MEZZO,Manhattan,1042761,1014050120,Italian
40388818,YAMA JAPANESE RESTAURANT,Manhattan,1017830,1008720065,Seafood
40388823,CHADWICK'S,Brooklyn,3154023,3060610044,American
40388828,DALLAS BBQ,Manhattan,1006360,1004500001,Barbecue
40388901,EL CASTILLO DE JAGUA REST,Manhattan,1005330,1004100051,Latin American
40388935,SAKEBAR DECIBEL,Manhattan,1006745,1004640033,Japanese
40389114,SACCO PIZZA,Manhattan,1026794,1010640030,Pizza
40389138,RIVOLI PIZZA RESTAURANT,Manhattan,1010941,1006130068,Pizza
40389175,ROYAL PIZZA,Brooklyn,3327454,3043910001,Pizza
40389243,DA TOMMASSO,Manhattan,1025400,1010447501,Italian
40389356,TOM'S RESTAURANT,Manhattan,1056989,1018840001,American
40389455,TOWNHOUSE OF NY,Manhattan,1038608,1013310031,American
40389504,DALLAS BBQ,Manhattan,1085193,1014270001,Barbecue
40389681,VILLA MONTE RESTAURANT & PIZZERIA,Staten Island,5088658,5080080014,Pizza
40389701,ROSA'S PIZZA,Queens,4055489,4023980080,Pizza
40389732,GIANDO,Brooklyn,3059493,3021280001,Italian
40389807,CHAMP GOURMET,Manhattan,1000819,1000240029,American
40389819,AUSTIN HOUSE,Queens,4077925,4032550043,American
40389881,WHARF BAR AND GRILL,Queens,4303763,4161660315,American
40390163,5 BURRO CAFE,Queens,4078033,4032580033,Mexican
40390241,PAPAZZIO RESTAURANT,Queens,4137554,4062370025,Italian
40390266,VILLA BARONE MANOR,Bronx,2077016,2054340029,American
40390409,THE FAMOUS JIMBO'S HAMBURGER PALACE,Manhattan,1084098,1019660033,Hamburgers
40390536,TASTE OF INDIA II RESTAURANT,Staten Island,NULL,5,Indian
40390696,HAN BAT RESTAURANT,Manhattan,1085001,1008370012,Korean
40390729,DENNIS' PLACE,Brooklyn,3080683,3034890233,American
40390758,WHITE CASTLE,Queens,4430416,4112130001,Hamburgers
40390850,CAFE LUNA,Staten Island,5128526,5032240014,Italian
40390973,MIRACALI BAKERY II,Queens,4036750,4014870001,Bakery Products/Desserts
40391002,DANIEL'S BAGEL,Manhattan,1020347,1009180061,Bagels/Pretzels
40391032,KABAB CAFE,Queens,4010277,4006540067,Egyptian
40391060,LUKE'S BAR & GRILL,Manhattan,1047478,1015080035,American
40391086,A & S PIZZERIA,Staten Island,5000068,5000070063,Pizza
40391092,BELAIRE CAFE,Manhattan,1087893,1014837501,American
40391121,LAZZARAS PIZZA CAFE,Manhattan,1014479,1007880036,Pizza
40391143,LITTLE PIE COMPANY,Manhattan,1083748,1010520001,Bakery Products/Desserts
40391154,MALACHY'S,Manhattan,1029936,1011440031,Irish
40391205,GROTTO AZZURA PIZZERIA,Brooklyn,3165879,3063470009,Pizza
40391259,SYBIL'S BAKERY,Queens,4204060,4095690036,Caribbean
40391272,LINA RESTAURANT,Manhattan,1081909,1022190021,Latin American
40391284,BAR ASSOCIATION OF THE CITY OF NY KITCHEN,Manhattan,1034204,1012590014,American
40391304,BAY RIDGE MANOR CATERING,Brooklyn,3149255,3059510039,American
40391339,3 GUYS,Manhattan,1051443,1016020020,American
40391350,VACCARO'S PIZZERIA & TRATTORIA,Queens,4177192,4086680075,Pizza
40391383,AIR FRANCE LOUNGE,Queens,NULL,4,French
40391498,PEKING RESTAURANT,Queens,4028290,4012290006,Chinese
40391531,TEA AND SYMPATHY,Manhattan,1088420,1006170034,English
40391639,MCDONALD'S,Bronx,2000562,2022960026,Hamburgers
40391695,ORSO,Manhattan,1025032,1010360142,Italian
40391699,H & H MIDTOWN BAGELS EAST,Manhattan,1048533,1015260025,Bagels/Pretzels
40391714,WHITE CASTLE,Queens,4035371,4014360001,Hamburgers
40391808,IHOP,Queens,4292125,4139210001,Pancakes/Waffles
40391824,HILLSIDE SWIMMING CLUB,Staten Island,5107354,5021450025,American
40391857,LA STRADA RESTAURANT,Staten Island,5052602,5036370036,Italian
40391913,THE NIPPON CLUB,Manhattan,1023723,1010107503,Japanese
40391979,SUTTON CAFE RESTAURANT,Manhattan,1040466,1013680001,American
40392063,WALTER'S BAR,Manhattan,1013489,1007530038,American
40392140,SALVATORE AND LLOYD'S PIZZA,Staten Island,5073837,5055850050,Pizza
40392256,MCDONALD'S,Queens,4114124,4050360041,Hamburgers
40392313,CAFE BELLA VITA,Staten Island,5095444,5035510140,Italian
40392339,ABSOLUTE BAGELS,Manhattan,1079475,1018790062,Bagels/Pretzels
40392384,B.Q.E. CAFE BILLIARDS,Queens,4028797,4012570001,American
40392388,TAL BAGEL,Manhattan,1050027,1015490015,Bagels/Pretzels
40392410,DUNKIN',Queens,4311785,4097650041,Donuts
40392496,TARTINE,Manhattan,1010978,1006140045,French
40392668,LUCYS,Manhattan,1082477,1004360030,American
40392724,JAIYA THAI ORIENTAL RESTAURANT,Manhattan,1018220,1008840040,Thai
40392766,BERGEN BEACH CAFE,Brooklyn,3237692,3084310040,American
40392834,EL CANTINERO,Manhattan,1009284,1005690025,Mexican
40392872,MOLLY'S,Manhattan,1019650,1009030003,Irish
40392895,AMELIA'S DINER,Manhattan,1007377,1004910001,American
40392939,JACKSON HOUSE RESTAURANT,Queens,4036194,4014700006,American
40393044,SCALINATELLA RESTAURANT,Manhattan,1043779,1014160001,Italian
40393051,FRIEND'S TAVERN,Queens,4029943,4012890042,American
40393093,RINCON SALVADORENO RESTAURANT,Queens,4213988,4099970001,Latin American
40393118,LA NUEVA VICTORIA RESTAURANT,Manhattan,1033686,1012420042,Chinese/Cuban
40393154,AMSTERDAM BILLIARDS,Manhattan,1008968,1005560001,American
40393243,BUDDY'S BURRITO & TACO BAR,Brooklyn,3336007,3003260037,Tex-Mex
40393378,E.J LUNCHEONETTE,Manhattan,1043984,1014280001,American
40393395,COURT SQUARE DINER,Queens,4000562,4000760025,American
40393413,V & S PIZZERIA OF SHEAPSHEAD BAY,Brooklyn,3247022,3087710129,Pizza
40393427,DAVIS POLK DINING ROOM,Manhattan,1085671,1012800090,American
40393519,DOWN THE HATCH,Manhattan,1010228,1005920034,American
40393558,FITZGERALD'S PUB,Manhattan,1018080,1008800050,American
40393561,FAROS RESTAURANT,Brooklyn,3124485,3053320064,American
40393563,GUN POST LANES SNACK BAR,Bronx,2060475,2047320035,American
40393570,PASTA LOVERS TRATTORIA,Manhattan,1022694,1010010055,Italian
40393591,DON GIOVANNI RESTAURANT,Manhattan,1078456,1007200082,Italian
40393688,EL MOLINO ROJO RESTAURANT,Bronx,2002919,2024760057,Latin American
40393712,SHABU TATSU,Manhattan,1006410,1004510019,Japanese
40393725,TRIBECA GRILL,Manhattan,1002114,1001877501,American
40393753,C & B LUNCHEONETTE,Queens,4085607,4035510007,American
40393761,SAN PIETRO,Manhattan,1035727,1012890014,Italian
40393772,INDO CHINE,Manhattan,1008803,1005450039,Asian/Asian Fusion
40393787,DUNKIN',Queens,4082753,4034610054,Donuts
40393832,GLEN PATRICK'S PUB,Queens,4054945,4023810002,American
40393905,GRANDSTAND TAVERN,Queens,4057251,4024740072,Irish
40393977,TONY'S PIZZA II,Brooklyn,3099560,3046000040,Pizza
40393985,MANETTA'S RISTORANTE,Queens,4000251,4000430006,Italian
40394007,"NIAGARA, LOVERS OF TODAY/ SISTER MIDNIGHT",Manhattan,1005082,1004027501,American
40394028,SALVI RESTAURANT,Brooklyn,3220764,3078890042,Italian
40394030,TIBBETT DINER,Bronx,2083213,2057120045,American
40394037,WHITE CASTLE,Queens,4210393,4098340020,Hamburgers
40394068,JACKSON HOLE,Queens,4021784,4010010010,Hamburgers
40394110,CRONIN & PHELAN PUB & RESTAURANT,Queens,4010409,4006560039,Irish
40394176,Meze-Mazi,Manhattan,1082148,1009110061,American
40394207,PASCALOU,Manhattan,1078500,1015040056,French
40394258,TOMMASO RESTAURANT,Brooklyn,3166101,3063590032,Italian
40394392,PICCOLO ANGOLO,Manhattan,1011419,1006250009,Italian
40394401,BAR SIX,Manhattan,1009611,1005760009,French
40394518,MATEUS RESTAURANT,Queens,4230254,4107410162,Portuguese
40394555,LUIGI'S RESTAURANT,Queens,4174077,4085410062,Italian
40394560,MARUMI,Manhattan,1077840,1005370022,Japanese
40394600,THE RESTAURANT,Queens,4303596,4161310010,American
40394701,THE END ZONE BAR,Queens,4105612,4046600006,American
40394761,E & L BAKERY & COFFEE SHOP,Bronx,2068166,2049970058,Bakery Products/Desserts
40394762,CAROLINE'S ON BROADWAY,Manhattan,1024795,1010210026,American
40394770,WEMBLEY ATHLETIC CLUB,Bronx,2070560,2050650036,American
40394838,CULLEN'S TAVERN,Bronx,2069784,2050430028,American
40394916,LA ISLA RESTAURANT,Brooklyn,3063578,3024600029,Latin American
40394962,RUSSO'S ON THE BAY,Queens,4447625,4141950013,American
40395055,BECCO,Manhattan,1025046,1010370009,Italian
40395079,RUDY'S BAR & Grill,Manhattan,1026435,1010540130,American
40395087,AUSTINS ALE HOUSE,Queens,4079721,4033370081,American
40395110,PRIMA PASTA & CAFE,Queens,4294016,4140480083,Italian
40395122,GINO'S PIZZERIA RESTAURANT,Manhattan,1049930,1015460021,Pizza
40395140,TONY'S PIZZERIA & RESTAURANT,Brooklyn,3222405,3079550044,Pizza
40395211,THE GRAY MARE,Manhattan,1006575,1004590031,Irish
40395218,WINCHESTERS PUB,Queens,4166272,4079420006,American
40395239,CAFE CARDINI,Queens,4177259,4086740013,Italian
40395298,T-BONE DINER,Queens,4077485,4032390008,American
40395310,SUNRISE DINER,Queens,4117534,4052050019,American
40395343,FELIX,Manhattan,1007113,1004760081,French
40395366,MIKE'S DONUTS,Brooklyn,3145287,3058640051,Donuts
40395375,ILDA'S PLACE II,Queens,4037231,4015070009,American
40395480,BROADWAY STATION,Queens,4007514,4005890005,American
40395511,WHITE CASTLE,Bronx,2119218,2038590030,Hamburgers
40395516,ALPHA DONUTS,Queens,4001953,4001640001,American
40395525,MCDONALD AVENUE DINER,Brooklyn,3170385,3065040032,American
40395554,COUNTRY DONUTS,Staten Island,5073738,5055330058,Donuts
40395568,FRANK'S PLACE,Brooklyn,3336314,3004600001,American
40395597,ELMHURST FAMOUS PIZZA,Queens,4039446,4015800111,Pizza
40395653,MCDONALD'S,Bronx,2017946,2033330027,Hamburgers
40395723,OLYMPIC FLAME DINER,Manhattan,1077845,1011517501,American
40395774,CARUSO PIZZERIA & RESTAURANT,Brooklyn,3005743,3003840042,Pizza
40395826,JAVA RESTAURANT,Brooklyn,3026631,3011040001,Indonesian
40395858,TEQUILLA SUNRISE,Queens,4135956,4061190055,Mexican
40395865,PIZZA NOSH,Brooklyn,3211397,3076920094,Pizza
40395872,CARIDAD RESTAURANT,Manhattan,1062370,1020910036,Latin American
40395882,WHITE CASTLE,Queens,4191236,4091720060,Hamburgers
40395892,THE STUMBLE INN,Manhattan,1045156,1014500049,American
40395906,ROSA'S PIZZA & PASTA,Queens,4071765,4030660002,Pizza
40395910,MCDONALD'S,Queens,4169358,4081290001,Hamburgers
40395921,GOLDEN PIZZA,Bronx,2090988,2022650006,Pizza
40395992,MCDONALD'S,Bronx,2051321,2044330011,Hamburgers
40396020,LA CONTENTA OESTE,Manhattan,1009510,1005740007,Mexican
40396037,SMILER'S DELI,Manhattan,1035744,1012900015,Sandwiches
40396159,CARMINE'S,Manhattan,1024706,1010150029,Italian
40396183,Coney Island Baby,Manhattan,1005946,1004380029,American
40396231,DELMONICO GOURMET,Manhattan,1036153,1012967502,American
40396264,DA NICO RESTAURANT,Manhattan,1006974,1004710029,Italian
40396381,LA DINASTIA,Manhattan,1063475,1021420030,Chinese/Cuban
40396399,MCDONALD'S,Bronx,NULL,2,Hamburgers
40396421,CAFFE ROMA,Manhattan,1006980,1004710036,Bakery Products/Desserts
40396433,CHRISTINA'S RESTAURANT,Brooklyn,3064908,3025660046,Polish
40396445,POLLOS A LA BRASA MARIO,Queens,4030027,4012920049,Latin American
40396464,ESS-A-BAGEL,Manhattan,1038454,1013240048,Bagels/Pretzels
40396488,AUCTION HOUSE,Manhattan,1050100,1015510050,American
40396492,ROYAL KING'S PIZZA,Brooklyn,3013939,3008080005,Pizza
40396496,MR. PHIL'S PIZZA,Brooklyn,3158365,3061910040,Pizza
40396521,TEE DEE'S TAVERN,Queens,4087150,4035980079,Irish
40396532,METRO DINER,Manhattan,1056479,1018720010,American
40396548,PUGSLEY PIZZA,Bronx,2016269,2032730283,Pizza
40396574,MONTEBELLO RESTAURANT,Manhattan,1036530,1013100065,Italian
40396622,MEDITERRANEO,Manhattan,1044738,1014417501,Italian
40396769,POPEYES,Queens,4310702,4107710017,Chicken
40396892,PARADISE ALLEY BAR,Queens,4114918,4050580017,American
40396906,FLANNERY'S BAR,Manhattan,1013730,1007640035,American
40396927,MANHATTAN ESPRESSO,Manhattan,1036230,1013030045,Coffee/Tea
40397116,TOLEDO,Manhattan,1017132,1008650068,Spanish
40397189,BAGEL BOB'S,Manhattan,1009095,1005617502,Bagels/Pretzels
40397219,WHITE CASTLE,Bronx,2100333,2026990001,Hamburgers
40397305,"SUGAR HILL RESTAURANT, SUPPER CLUB AND DISCO",Brooklyn,3049423,3017740001,American
40397335,ARIRANG HIBACHI STEAKHOUSE,Brooklyn,3154078,3060620038,Steakhouse
40397359,MCCOY'S PUB,Manhattan,1025194,1010420004,Irish
40397439,BEN'S KOSHER DELI & RESTAURANT,Queens,4439472,4059000024,Jewish/Kosher
40397458,LUCIA PIZZA,Queens,4112510,4049800061,Pizza
40397486,CREDIT AGRICOLE-CBI EXECUTIVE ROOM,Manhattan,1023161,1010050029,French
40397492,MANHATTAN DINER,Manhattan,1033684,1012420040,American
40397574,DOMINICK'S BAR & RESTAURANT,Bronx,2092246,2030650065,Italian
40397625,LA VILLA PIZZERIA,Brooklyn,3243428,3086310001,Pizza
40397626,JENTANA'S PIZZA,Brooklyn,3138264,3056530008,Pizza
40397642,GOOD ROOM BK,Brooklyn,NULL,3,American
40397676,MORTON'S THE STEAKHOUSE,Manhattan,1035389,1012810001,Steakhouse
40397700,THE MERCURY LOUNGE,Manhattan,1005422,1004120058,American
40397723,WHITE CASTLE,Staten Island,5136038,5036140001,Hamburgers
40397725,GOURMET GRILL,Brooklyn,3236376,3083850049,American
40397763,ALFONSO'S BAR,Queens,4036744,4014860045,Bottled Beverages
40397780,VIRGIL'S BBQ,Manhattan,1022621,1009960054,Barbecue
40397791,PYRAMID,Manhattan,1083477,1004340033,Bottled Beverages
40397797,TOAD HALL,Manhattan,1002964,1002280024,American
40397810,OLYMPIA,Queens,4015720,4008030060,American
40397886,LANDMARK COFFEE SHOP,Manhattan,1007008,1004720025,American
40398045,MIKES PIZZA,Manhattan,1078779,1009040029,Pizza
40398125,LA LOCANDA RESTAURANT,Brooklyn,3068211,3027400007,Italian
40398138,PADDY QUINNS,Queens,4121766,4053930116,American
40398306,LA GIOCONDA,Manhattan,1038540,1013260037,Italian
40398367,MCDONALD'S,Queens,4100747,4043690001,Hamburgers
40398434,CURRY IN A HURRY,Manhattan,1018214,1008840026,Indian
40398440,NICK'S PIZZA,Queens,4078759,4032910001,Italian
40398532,PAVILLION CATERERS,Brooklyn,3124944,3053460037,Jewish/Kosher
40398549,PERRY'S RESTAURANT,Brooklyn,3200251,3073620024,American
40398561,TOM AND JERRY BAR,Manhattan,1008190,1005210063,American
40398586,JOSEPH'S RISTORANTE,Manhattan,1000831,1000280001,Italian
40398688,MASTER WOK,Brooklyn,3326830,3084700055,Chinese
40398689,CAFFEE EXPRESSO,Queens,4011382,4006840025,Coffee/Tea
40398690,DOC HOLIDAYS,Manhattan,1077639,1004360029,American
40398700,FAMOUS PIZZA,Queens,4029851,4012860030,Pizza
40398795,VIXENS,Queens,4061106,4027360055,American
40398811,RICK'S CABARET,Manhattan,1015857,1008340073,American
40398899,KNAPP ST PIZZA II,Brooklyn,3194400,3071730042,Pizza
40398910,JOE'S PIZZA,Bronx,2028264,2039010037,Pizza
40398989,FRESCO,Manhattan,1035474,1012870052,Italian
40399099,STARBUCKS,Manhattan,1045148,1014500023,Coffee/Tea
40399174,GIGINO TRATTORIA,Manhattan,1001519,1001410019,Italian
40399279,POMODORO RISTORANTE,Manhattan,1028586,1011230064,Italian
40399329,ARTE RESTAURANT,Manhattan,1009240,1005670024,Italian
40399340,NYU LUTHERAN COFFEE SHOP,Brooklyn,3014856,3008280001,American
40399356,O'HANLON'S BAR,Queens,4079994,4033470034,American
40399372,TURKISH KITCHEN,Manhattan,1018182,1008830049,Turkish
40399373,LA BARCA RESTAURANT,Manhattan,1062923,1021220052,Latin American
40399422,PIZZA CHEF,Queens,4442855,4047170016,Pizza
40399472,OLIVE GARDEN,Manhattan,1024757,1010197501,Italian
40399560,SARDIS RESTAURANT,Manhattan,1024707,1010150049,American
40399569,JUDGE ROY BEAN,Manhattan,1034845,1012710059,American
40399581,PIO PIO,Queens,4068650,4029740137,Latin American
40399611,MIKE'S COFFEE SHOP,Brooklyn,3055356,3019320025,American
40399620,LA LINEA LOUNGE,Manhattan,1006098,1004430038,Bottled Beverages
40399672,BAGELS & CREAM CAFE,Queens,4155424,4072270036,Bakery Products/Desserts
40399729,GLORY DELI & GROCERY,Queens,4000055,4000280046,Sandwiches
40399739,"DUNKIN', BASKIN ROBBINS",Queens,4060633,4027130001,Donuts
40399751,NOODLE PUDDING,Brooklyn,3001601,3002160028,Italian
40399770,MICHAEL'S PASTRY SHOP,Brooklyn,3183666,3068120047,Bakery Products/Desserts
40399778,MCDONALD'S,Bronx,2001075,2023480036,Hamburgers
40399787,STARBUCKS,Manhattan,1042435,1014000040,Coffee/Tea
40399817,NOVITA,Manhattan,1018008,1008770084,Italian
40399834,HANGAWI,Manhattan,1017002,1008610069,Korean
40399852,HANGAR BAR,Manhattan,1011176,1006197501,Bottled Beverages
40399867,DOMINO'S,Manhattan,1001642,1001500015,Pizza
40399886,DUNKIN',Queens,4062593,4027910003,Donuts
40399911,LENNY'S PIZZA,Brooklyn,3165807,3063450041,Pizza
40399922,WHITE CASTLE,Manhattan,NULL,1,Hamburgers
40399955,SCHICK'S MANOR,Brooklyn,3328612,3056410009,Jewish/Kosher
40399986,FIFTH AVE DINER,Brooklyn,3022095,3010040041,American
40399996,VILLA MONTE PIZZERIA,Staten Island,5107723,5060250035,Italian
40400021,DOYLE'S CORNER,Queens,4011652,4006900035,Irish
40400039,CAFE GITANE,Manhattan,1007914,1005080053,Moroccan
40400049,"PANYA, AUTRE KYOYA",Manhattan,NULL,1,Japanese
40400149,CHINA GLATT,Brooklyn,3136459,3056110005,Jewish/Kosher
40400155,BUS STOP CAFE,Manhattan,1011374,1006240021,American
40400198,CABANA,Queens,4077497,4032390038,Latin American
40400204,STARBUCKS,Manhattan,1020092,1009130028,Coffee/Tea
40400209,WHEELERS,Brooklyn,3247050,3087720104,American
40400429,BONELLE PASTRY SHOP,Queens,4078759,4032910001,Bakery Products/Desserts
40400453,CAFE EIGHTY TWO,Manhattan,1076247,1012307501,American
40400473,DOMINO'S,Manhattan,1068238,1007987502,Pizza
40400483,STARBUCKS,Manhattan,1070992,1012287501,Coffee/Tea
40400492,AVELLINO RESTAURANT,Queens,4050459,4020900064,Pizza
40400539,ALL AMERICAN COFFEE SHOP,Queens,4009512,4006350001,American
40400544,THE ARCH DINER,Brooklyn,3214959,3077630080,American
40400561,FORTUNATO BROS CAFE & BAKERY,Brooklyn,3068851,3027630028,Bakery Products/Desserts
40400610,MOUSTACHE RESTAURANT,Manhattan,1010006,1005880006,Mediterranean
40400686,PEKING DUCK HOUSE,Manhattan,1038536,1013260033,Chinese
40400702,ELLEN'S STARDUST DINER,Manhattan,1024811,1010220035,American
40400710,IL BUCO RESTAURANT,Manhattan,1008434,1005297506,Italian
40400739,STARBUCKS,Manhattan,NULL,1,Coffee/Tea
40400754,RYAN MAGUIRE'S BAR & RESTAURANT,Manhattan,1001173,1000757502,American
40400799,FORDHAM FRIED CHICKEN & SEA FOOD,Bronx,2013810,2031660085,Chicken
40400810,THE SCRATCHER CAFE,Manhattan,1076944,1004610052,Irish
40400811,CAFE VOLNA,Brooklyn,3245105,3086907501,Russian
40400898,VILLAGE MARIA PIZZA II,Staten Island,5018078,5007140015,Pizza
40400962,WHITE CASTLE,Manhattan,1084591,1016750023,Hamburgers
40400976,IRISH PUNT,Manhattan,1000825,1000250027,Irish
40401000,DOWNTOWN BAKERY II MEXICAN FOOD,Manhattan,1006217,1004460035,Mexican
40401002,JOHNNY MACK'S BAR,Brooklyn,3339545,3010960039,American
40401025,ALTESI DOWNTOWN RISTORANTE,Manhattan,1007353,1004890017,Italian
40401060,NAIM KOSHER PIZZA,Brooklyn,3124945,3053460038,Jewish/Kosher
40401066,SALAM CAFE & REST,Manhattan,1010618,1006080037,Middle Eastern
40401084,MCCABE'S BAR CAR,Queens,4120240,4053250040,Irish
40401093,FRENCH ROAST,Manhattan,1033133,1012330016,French
40401104,1020 BAR,Manhattan,1056908,1018820028,American
40401160,LA CABANA SALVADORENA RESTAURANT,Manhattan,1064037,1021700001,Latin American
40401173,BIG BAR,Manhattan,1006347,1004490044,American
40401224,LA CASA BELLA,Brooklyn,3329294,3069090001,Pizza
40401247,SHENANIGANS PUB,Brooklyn,3124399,3053310001,American
40401422,BROADWAY DIVE,Manhattan,1056505,1018730020,American
40401445,IHOP,Brooklyn,3326929,3083440001,Pancakes/Waffles
40401453,JAKE'S DILEMMA,Manhattan,1032668,1012280034,American
40401506,MINT,Brooklyn,3177321,3066600048,Jewish/Kosher
40401543,USA DINER,Queens,4279618,4129820027,American
40401742,MCDONALD'S,Queens,4287053,4134910031,Hamburgers
40401821,THREE DECKER RESTAURANT,Manhattan,1050200,1015530049,American
40401834,COLUMBUS GOURMET FOOD,Manhattan,1028631,1011250001,American
40401841,VILLAGE PIZZA,Manhattan,1011712,1006290042,Pizza
40401887,SPORTS MANIA BAR & GRILL,Queens,4448956,4135700060,American
40401895,JOHNNY'S BAR,Manhattan,1011082,1006170026,Bottled Beverages
40401912,O'NIEALS,Manhattan,1006973,1004710028,American
40401934,BROOKLYN DINER,Manhattan,1024895,1010280029,American
